Entity;Type;Criteria;Request;SmartSearch label EN;SmartSearch label FR
ControlLogV2;predicate;startControlCode;ControlLogV2.controlCode LIKE '{controlCodeParam.value}%';which code starts with;dont le code démarre par
ControlLogV2;predicate;endControlCode;ControlLogV2.controlCode LIKE '%{controlCodeParam.value}';which code ends with;dont le code se termine par
ControlLogV2;predicate;eqControlName;ControlLogV2.controlName = '{controlNameParam.value}';which name is equal to;dont le nom est égal à
ControlLogV2;predicate;neControlName;(ControlLogV2.controlName != '{controlNameParam.value}') or (ControlLogV2.controlName IS NULL);which name is not equal to;dont le nom n'est pas égal à
ControlLogV2;predicate;inControlName;ControlLogV2.controlName IN '{controlNameParam.value}';which name is in;dont le nom est dans
ControlLogV2;predicate;likeControlName;ControlLogV2.controlName LIKE '{controlNameParam.value}';which name contains;dont le nom contient
ControlLogV2;predicate;startControlName;ControlLogV2.controlName LIKE '{controlNameParam.value}%';which name starts with;dont le nom démarre par
ControlLogV2;predicate;endControlName;ControlLogV2.controlName LIKE '%{controlNameParam.value}';which name ends with;dont le nom se termine par
ControlLogV2;predicate;eqControlDisplayName;ControlLogV2.controlDisplayName = '{controlDisplayNameParam.value}';which display name is equal to;dont le nom d'affichage est égal à
ControlLogV2;predicate;neControlDisplayName;(ControlLogV2.controlDisplayName != '{controlDisplayNameParam.value}') or (ControlLogV2.controlDisplayName IS NULL);which display name is not equal to;dont le nom d'affichage n'est pas égal à
ControlLogV2;predicate;inControlDisplayName;ControlLogV2.controlDisplayName IN '{controlDisplayNameParam.value}';which display name is in;dont le nom d'affichage est dans
ControlLogV2;predicate;likeControlDisplayName;ControlLogV2.controlDisplayName LIKE '{controlDisplayNameParam.value}';which display name contains;dont le nom d'affichage contient
ControlLogV2;predicate;startControlDisplayName;ControlLogV2.controlDisplayName LIKE '{controlDisplayNameParam.value}%';which display name starts with;dont le nom d'affichage démarre par
ControlLogV2;predicate;endControlDisplayName;ControlLogV2.controlDisplayName LIKE '%{controlDisplayNameParam.value}';which display name ends with;dont le nom d'affichage se termine par
ControlLogV2;predicate;eqControlDescription;ControlLogV2.controlDescription = '{controlDescriptionParam.value}';which description is equal to;dont la description est égal à
ControlLogV2;predicate;neControlDescription;(ControlLogV2.controlDescription != '{controlDescriptionParam.value}') or (ControlLogV2.controlDescription IS NULL);which description is not equal to;dont la description n'est pas égal à
ControlLogV2;predicate;inControlDescription;ControlLogV2.controlDescription IN '{controlDescriptionParam.value}';which description is in;dont la description est dans
ControlLogV2;predicate;likeControlDescription;ControlLogV2.controlDescription LIKE '{controlDescriptionParam.value}';which description contains;dont la description contient
ControlLogV2;predicate;startControlDescription;ControlLogV2.controlDescription LIKE '{controlDescriptionParam.value}%';which description starts with;dont la description démarre par
ControlLogV2;predicate;endControlDescription;ControlLogV2.controlDescription LIKE '%{controlDescriptionParam.value}';which description ends with;dont la description se termine par
ControlLogV2;predicate;eqControlNotes;ControlLogV2.controlNotes = '{controlNotesParam.value}';which notes is equal to;dont l'annotation est égal à
ControlLogV2;predicate;neControlNotes;(ControlLogV2.controlNotes != '{controlNotesParam.value}') or (ControlLogV2.controlNotes IS NULL);which notes is not equal to;dont l'annotation n'est pas égal à
ControlLogV2;predicate;inControlNotes;ControlLogV2.controlNotes IN '{controlNotesParam.value}';which notes is in;dont l'annotation est dans
ControlLogV2;predicate;likeControlNotes;ControlLogV2.controlNotes LIKE '{controlNotesParam.value}';which notes contains;dont l'annotation contient
ControlLogV2;predicate;startControlNotes;ControlLogV2.controlNotes LIKE '{controlNotesParam.value}%';which notes starts with;dont l'annotation démarre par
ControlLogV2;predicate;endControlNotes;ControlLogV2.controlNotes LIKE '%{controlNotesParam.value}';which notes ends with;dont l'annotation se termine par
ControlLogV2;predicate;eqRiskLevel;ControlLogV2.riskLevel = '{parseInt(riskLevelParam.value, 10)}';which risk level is equal to;dont le niveau de risque est égal à
ControlLogV2;predicate;neRiskLevel;(ControlLogV2.riskLevel != '{parseInt(riskLevelParam.value, 10)}') or (ControlLogV2.riskLevel IS NULL);which risk level is not equal to;dont le niveau de risque n'est pas égal à
ControlLogV2;predicate;inRiskLevel;ControlLogV2.riskLevel IN '{parseInt(riskLevelParam.value, 10)}';which risk level is in;dont le niveau de risque est dans
ControlLogV2;predicate;ltRiskLevel;ControlLogV2.riskLevel < '{parseInt(riskLevelParam.value, 10)}';which risk level is less than;dont le niveau de risque est plus petit que
ControlLogV2;predicate;gtRiskLevel;ControlLogV2.riskLevel > '{parseInt(riskLevelParam.value, 10)}';which risk level is greater than;dont le niveau de risque est plus grand que
ControlLogV2;predicate;inRiskInfo;ControlLogV2.riskInfo IN '{riskInfoParam.value}';which risk info is in;dont l'information sur le risque est dans
ControlLogV2;predicate;eqSuggestedMitigation;ControlLogV2.suggestedMitigation = '{suggestedMitigationParam.value}';which suggested mitigation is equal to;dont la résolution préconisée est égal à
ControlLogV2;predicate;neSuggestedMitigation;(ControlLogV2.suggestedMitigation != '{suggestedMitigationParam.value}') or (ControlLogV2.suggestedMitigation IS NULL);which suggested mitigation is not equal to;dont la résolution préconisée n'est pas égal à
ControlLogV2;predicate;inSuggestedMitigation;ControlLogV2.suggestedMitigation IN '{suggestedMitigationParam.value}';which suggested mitigation is in;dont la résolution préconisée est dans
ControlLogV2;predicate;likeSuggestedMitigation;ControlLogV2.suggestedMitigation LIKE '{suggestedMitigationParam.value}';which suggested mitigation contains;dont la résolution préconisée contient
ControlLogV2;predicate;startSuggestedMitigation;ControlLogV2.suggestedMitigation LIKE '{suggestedMitigationParam.value}%';which suggested mitigation starts with;dont la résolution préconisée démarre par
ControlLogV2;predicate;endSuggestedMitigation;ControlLogV2.suggestedMitigation LIKE '%{suggestedMitigationParam.value}';which suggested mitigation ends with;dont la résolution préconisée se termine par
ControlLogV2;predicate;eqTagScope;ControlLogV2.tagScope = '{tagScopeParam.value}';which scope tag is equal to;dont le tag périmètre est égal à
ControlLogV2;predicate;neTagScope;(ControlLogV2.tagScope != '{tagScopeParam.value}') or (ControlLogV2.tagScope IS NULL);which scope tag is not equal to;dont le tag périmètre n'est pas égal à
ControlLogV2;predicate;inTagScope;ControlLogV2.tagScope IN '{tagScopeParam.value}';which scope tag is in;dont le tag périmètre est dans
ControlLogV2;predicate;likeTagScope;ControlLogV2.tagScope LIKE '{tagScopeParam.value}';which scope tag contains;dont le tag périmètre contient
ControlLogV2;predicate;startTagScope;ControlLogV2.tagScope LIKE '{tagScopeParam.value}%';which scope tag starts with;dont le tag périmètre démarre par
ControlLogV2;predicate;endTagScope;ControlLogV2.tagScope LIKE '%{tagScopeParam.value}';which scope tag ends with;dont le tag périmètre se termine par
ControlLogV2;predicate;eqTagFamily;ControlLogV2.tagFamily = '{tagFamilyParam.value}';which family tag is equal to;dont le tag famille est égal à
ControlLogV2;predicate;neTagFamily;(ControlLogV2.tagFamily != '{tagFamilyParam.value}') or (ControlLogV2.tagFamily IS NULL);which family tag is not equal to;dont le tag famille n'est pas égal à
ControlLogV2;predicate;inTagFamily;ControlLogV2.tagFamily IN '{tagFamilyParam.value}';which family tag is in;dont le tag famille est dans
ControlLogV2;predicate;likeTagFamily;ControlLogV2.tagFamily LIKE '{tagFamilyParam.value}';which family tag contains;dont le tag famille contient
ControlLogV2;predicate;startTagFamily;ControlLogV2.tagFamily LIKE '{tagFamilyParam.value}%';which family tag starts with;dont le tag famille démarre par
ControlLogV2;predicate;endTagFamily;ControlLogV2.tagFamily LIKE '%{tagFamilyParam.value}';which family tag ends with;dont le tag famille se termine par
ControlLogV2;predicate;eqTagApplication;ControlLogV2.tagApplication = '{tagApplicationParam.value}';which application tag is equal to;dont le tag application est égal à
ControlLogV2;predicate;neTagApplication;(ControlLogV2.tagApplication != '{tagApplicationParam.value}') or (ControlLogV2.tagApplication IS NULL);which application tag is not equal to;dont le tag application n'est pas égal à
ControlLogV2;predicate;inTagApplication;ControlLogV2.tagApplication IN '{tagApplicationParam.value}';which application tag is in;dont le tag application est dans
ControlLogV2;predicate;likeTagApplication;ControlLogV2.tagApplication LIKE '{tagApplicationParam.value}';which application tag contains;dont le tag application contient
ControlLogV2;predicate;startTagApplication;ControlLogV2.tagApplication LIKE '{tagApplicationParam.value}%';which application tag starts with;dont le tag application démarre par
ControlLogV2;predicate;endTagApplication;ControlLogV2.tagApplication LIKE '%{tagApplicationParam.value}';which application tag ends with;dont le tag application se termine par
ControlLogV2;predicate;eqTagPermission;ControlLogV2.tagPermission = '{tagPermissionParam.value}';which permission tag is equal to;dont le tag permission est égal à
ControlLogV2;predicate;neTagPermission;(ControlLogV2.tagPermission != '{tagPermissionParam.value}') or (ControlLogV2.tagPermission IS NULL);which permission tag is not equal to;dont le tag permission n'est pas égal à
ControlLogV2;predicate;inTagPermission;ControlLogV2.tagPermission IN '{tagPermissionParam.value}';which permission tag is in;dont le tag permission est dans
ControlLogV2;predicate;likeTagPermission;ControlLogV2.tagPermission LIKE '{tagPermissionParam.value}';which permission tag contains;dont le tag permission contient
ControlLogV2;predicate;startTagPermission;ControlLogV2.tagPermission LIKE '{tagPermissionParam.value}%';which permission tag starts with;dont le tag permission démarre par
ControlLogV2;predicate;endTagPermission;ControlLogV2.tagPermission LIKE '%{tagPermissionParam.value}';which permission tag ends with;dont le tag permission se termine par
ControlDiscrepancy;relationship;controllog;ControlDiscrepancy/ControlLog.recordUid IS NOT NULL;of controls;des contrôles
ControlDiscrepancy;relationship;account;ControlDiscrepancy/Account.recordUid IS NOT NULL;for accounts;pour les comptes
ControlDiscrepancy;relationship;group;ControlDiscrepancy/Group.recordUid IS NOT NULL;for groups;pour les groupes
ControlDiscrepancy;relationship;application;ControlDiscrepancy/Application.recordUid IS NOT NULL;for applications;pour les applications
ControlDiscrepancy;relationship;asset;ControlDiscrepancy/Asset.recordUid IS NOT NULL;for assets;pour les actifs
ControlDiscrepancy;relationship;identity;ControlDiscrepancy/Identity.recordUid IS NOT NULL;for identities;pour les identités
ControlDiscrepancy;relationship;organisation;ControlDiscrepancy/Organisation.recordUid IS NOT NULL;for organisations;pour les organisations
ControlDiscrepancy;relationship;permission;ControlDiscrepancy/Permission.recordUid IS NOT NULL;for permissions;pour les permissions
ApplicationInfo;predicate;eqCategory;ApplicationInfo.category = '{categoryParam.value}';which category is equal to;dont la catégorie est égal à
ApplicationInfo;predicate;neCategory;(ApplicationInfo.category != '{categoryParam.value}') or (ApplicationInfo.category IS NULL);which category is not equal to;dont la catégorie n'est pas égal à
ApplicationInfo;predicate;inCategory;ApplicationInfo.category IN '{categoryParam.value}';which category is in;dont la catégorie est dans
ApplicationInfo;predicate;likeCategory;ApplicationInfo.category LIKE '{categoryParam.value}';which category contains;dont la catégorie contient
ApplicationInfo;predicate;startCategory;ApplicationInfo.category LIKE '{categoryParam.value}%';which category starts with;dont la catégorie démarre par
ApplicationInfo;predicate;endCategory;ApplicationInfo.category LIKE '%{categoryParam.value}';which category ends with;dont la catégorie se termine par
ApplicationInfo;predicate;eqDescription;ApplicationInfo.description = '{descriptionParam.value}';which description is equal to;dont la description est égal à
ApplicationInfo;predicate;neDescription;(ApplicationInfo.description != '{descriptionParam.value}') or (ApplicationInfo.description IS NULL);which description is not equal to;dont la description n'est pas égal à
ApplicationInfo;predicate;inDescription;ApplicationInfo.description IN '{descriptionParam.value}';which description is in;dont la description est dans
ApplicationInfo;predicate;likeDescription;ApplicationInfo.description LIKE '{descriptionParam.value}';which description contains;dont la description contient
ApplicationInfo;predicate;startDescription;ApplicationInfo.description LIKE '{descriptionParam.value}%';which description starts with;dont la description démarre par
ApplicationInfo;predicate;endDescription;ApplicationInfo.description LIKE '%{descriptionParam.value}';which description ends with;dont la description se termine par
ApplicationInfo;predicate;eqSensitivityLevel;ApplicationInfo.sensitivityLevel = '{sensitivityLevelParam.value}';which sensitivity level is equal to;dont le niveau de sensibilité est égal à
ApplicationInfo;predicate;neSensitivityLevel;(ApplicationInfo.sensitivityLevel != '{sensitivityLevelParam.value}') or (ApplicationInfo.sensitivityLevel IS NULL);which sensitivity level is not equal to;dont le niveau de sensibilité n'est pas égal à
ApplicationInfo;predicate;inSensitivityLevel;ApplicationInfo.sensitivityLevel IN '{sensitivityLevelParam.value}';which sensitivity level is in;dont le niveau de sensibilité est dans
ApplicationInfo;predicate;likeSensitivityLevel;ApplicationInfo.sensitivityLevel LIKE '{sensitivityLevelParam.value}';which sensitivity level contains;dont le niveau de sensibilité contient
ApplicationInfo;predicate;startSensitivityLevel;ApplicationInfo.sensitivityLevel LIKE '{sensitivityLevelParam.value}%';which sensitivity level starts with;dont le niveau de sensibilité démarre par
ApplicationInfo;predicate;endSensitivityLevel;ApplicationInfo.sensitivityLevel LIKE '%{sensitivityLevelParam.value}';which sensitivity level ends with;dont le niveau de sensibilité se termine par
ApplicationInfo;predicate;eqSensitivityReason;ApplicationInfo.sensitivityReason = '{sensitivityReasonParam.value}';which sensitivity detail is equal to;dont le détail de la sensibilité est égal à
ApplicationInfo;predicate;neSensitivityReason;(ApplicationInfo.sensitivityReason != '{sensitivityReasonParam.value}') or (ApplicationInfo.sensitivityReason IS NULL);which sensitivity detail is not equal to;dont le détail de la sensibilité n'est pas égal à
ApplicationInfo;predicate;inSensitivityReason;ApplicationInfo.sensitivityReason IN '{sensitivityReasonParam.value}';which sensitivity detail is in;dont le détail de la sensibilité est dans
ApplicationInfo;predicate;likeSensitivityReason;ApplicationInfo.sensitivityReason LIKE '{sensitivityReasonParam.value}';which sensitivity detail contains;dont le détail de la sensibilité contient
ApplicationInfo;predicate;startSensitivityReason;ApplicationInfo.sensitivityReason LIKE '{sensitivityReasonParam.value}%';which sensitivity detail starts with;dont le détail de la sensibilité démarre par
ApplicationInfo;predicate;endSensitivityReason;ApplicationInfo.sensitivityReason LIKE '%{sensitivityReasonParam.value}';which sensitivity detail ends with;dont le détail de la sensibilité se termine par
PermissionInfo;predicate;eqManaged;PermissionInfo.managed = '{managedParam.value}';which managed state is equal to;dont le statut de gestion est égal à
PermissionInfo;predicate;neManaged;(PermissionInfo.managed != '{managedParam.value}') or (PermissionInfo.managed IS NULL);which managed state is not equal to;dont le statut de gestion n'est pas égal à
PermissionInfo;predicate;inManaged;PermissionInfo.managed IN '{managedParam.value}';which managed state is in;dont le statut de gestion est dans
PermissionInfo;predicate;likeManaged;PermissionInfo.managed LIKE '{managedParam.value}';which managed state contains;dont le statut de gestion contient
PermissionInfo;predicate;startManaged;PermissionInfo.managed LIKE '{managedParam.value}%';which managed state starts with;dont le statut de gestion démarre par
PermissionInfo;predicate;endManaged;PermissionInfo.managed LIKE '%{managedParam.value}';which managed state ends with;dont le statut de gestion se termine par
PermissionInfo;predicate;eqDescription;PermissionInfo.description = '{descriptionParam.value}';which description is equal to;dont la description est égal à
PermissionInfo;predicate;neDescription;(PermissionInfo.description != '{descriptionParam.value}') or (PermissionInfo.description IS NULL);which description is not equal to;dont la description n'est pas égal à
PermissionInfo;predicate;inDescription;PermissionInfo.description IN '{descriptionParam.value}';which description is in;dont la description est dans
PermissionInfo;predicate;likeDescription;PermissionInfo.description LIKE '{descriptionParam.value}';which description contains;dont la description contient
PermissionInfo;predicate;startDescription;PermissionInfo.description LIKE '{descriptionParam.value}%';which description starts with;dont la description démarre par
PermissionInfo;predicate;endDescription;PermissionInfo.description LIKE '%{descriptionParam.value}';which description ends with;dont la description se termine par
PermissionInfo;predicate;eqSensitivityLevel;PermissionInfo.sensitivityLevel = '{sensitivityLevelParam.value}';which sensitivity level is equal to;dont le niveau de sensibilité est égal à
PermissionInfo;predicate;neSensitivityLevel;(PermissionInfo.sensitivityLevel != '{sensitivityLevelParam.value}') or (PermissionInfo.sensitivityLevel IS NULL);which sensitivity level is not equal to;dont le niveau de sensibilité n'est pas égal à
PermissionInfo;predicate;inSensitivityLevel;PermissionInfo.sensitivityLevel IN '{sensitivityLevelParam.value}';which sensitivity level is in;dont le niveau de sensibilité est dans
PermissionInfo;predicate;likeSensitivityLevel;PermissionInfo.sensitivityLevel LIKE '{sensitivityLevelParam.value}';which sensitivity level contains;dont le niveau de sensibilité contient
PermissionInfo;predicate;startSensitivityLevel;PermissionInfo.sensitivityLevel LIKE '{sensitivityLevelParam.value}%';which sensitivity level starts with;dont le niveau de sensibilité démarre par
PermissionInfo;predicate;endSensitivityLevel;PermissionInfo.sensitivityLevel LIKE '%{sensitivityLevelParam.value}';which sensitivity level ends with;dont le niveau de sensibilité se termine par
PermissionInfo;predicate;eqSensitivityReason;PermissionInfo.sensitivityReason = '{sensitivityReasonParam.value}';which sensitivity detail is equal to;dont le détail de la sensibilité est égal à
PermissionInfo;predicate;neSensitivityReason;(PermissionInfo.sensitivityReason != '{sensitivityReasonParam.value}') or (PermissionInfo.sensitivityReason IS NULL);which sensitivity detail is not equal to;dont le détail de la sensibilité n'est pas égal à
PermissionInfo;predicate;inSensitivityReason;PermissionInfo.sensitivityReason IN '{sensitivityReasonParam.value}';which sensitivity detail is in;dont le détail de la sensibilité est dans
PermissionInfo;predicate;likeSensitivityReason;PermissionInfo.sensitivityReason LIKE '{sensitivityReasonParam.value}';which sensitivity detail contains;dont le détail de la sensibilité contient
PermissionInfo;predicate;startSensitivityReason;PermissionInfo.sensitivityReason LIKE '{sensitivityReasonParam.value}%';which sensitivity detail starts with;dont le détail de la sensibilité démarre par
PermissionInfo;predicate;endSensitivityReason;PermissionInfo.sensitivityReason LIKE '%{sensitivityReasonParam.value}';which sensitivity detail ends with;dont le détail de la sensibilité se termine par
